9.999998807907104492e-01,4.157582521438598633e-01,4.797109365463256836e-01,7.498604655265808105e-01,9.751796126365661621e-01,5.808390974998474121e-01,4.449032247066497803e-01,4.135357439517974854e-01,8.270067572593688965e-01,9.661324620246887207e-01,7.631262540817260742e-01,9.879149794578552246e-01,8.025598526000976562e-01,9.492101669311523438e-01,9.260597825050354004e-01,8.802204132080078125e-01,9.120513796806335449e-01,4.579265415668487549e-01,6.483204960823059082e-01,6.365213990211486816e-01,9.716092348098754883e-01,9.867535233497619629e-01,9.793542623519897461e-01,9.846093654632568359e-01,9.489079117774963379e-01,9.839091300964355469e-01,9.886169433593750000e-01,9.753552079200744629e-01,9.797560572624206543e-01,9.814455509185791016e-01,6.392040848731994629e-01,5.656139254570007324e-01,4.034596681594848633e-01,5.159471035003662109e-01,3.511614203453063965e-01,5.023923516273498535e-01,4.309160709381103516e-01,5.588309764862060547e-01,5.644003152847290039e-01,9.111291766166687012e-01,9.835974574089050293e-01,9.259717464447021484e-01,9.573897719383239746e-01,7.871214747428894043e-01,9.568552374839782715e-01
4.157582521438598633e-01,9.999998211860656738e-01,9.594393372535705566e-01,8.045282959938049316e-01,4.302762150764465332e-01,9.162997007369995117e-01,9.412000179290771484e-01,9.303715825080871582e-01,6.986390352249145508e-01,4.888122677803039551e-01,8.179569840431213379e-01,5.019643306732177734e-01,7.421846985816955566e-01,5.551555752754211426e-01,5.600246191024780273e-01,6.427223086357116699e-01,5.931304693222045898e-01,9.809941053390502930e-01,9.017838835716247559e-01,9.097964763641357422e-01,5.159345865249633789e-01,4.427198767662048340e-01,4.374879896640777588e-01,5.078002810478210449e-01,5.124308466911315918e-01,4.856685400009155273e-01,4.560773074626922607e-01,5.059210658073425293e-01,4.509810209274291992e-01,3.961411118507385254e-01,8.308975696563720703e-01,9.370912313461303711e-01,9.829646348953247070e-01,9.613550305366516113e-01,9.641781449317932129e-01,8.781726360321044922e-01,9.645740389823913574e-01,9.348869919776916504e-01,9.142708778381347656e-01,6.699945926666259766e-01,4.723353087902069092e-01,6.123170256614685059e-01,5.185704231262207031e-01,6.949453353881835938e-01,5.202839374542236328e-01
4.797109365463256836e-01,9.594393372535705566e-01,1.000000119209289551e+00,8.021616339683532715e-01,4.963587224483489990e-01,8.588145971298217773e-01,8.829833865165710449e-01,8.854337334632873535e-01,7.897372841835021973e-01,5.290756225585937500e-01,8.816893696784973145e-01,5.631294250488281250e-01,7.652985453605651855e-01,6.013381481170654297e-01,5.821534991264343262e-01,6.514794230461120605e-01,6.386619806289672852e-01,9.490113258361816406e-01,9.098103642463684082e-01,8.969822525978088379e-01,5.765110254287719727e-01,5.124094486236572266e-01,5.023732185363769531e-01,5.683479309082031250e-01,5.633491873741149902e-01,5.443554520606994629e-01,5.200266838073730469e-01,5.692474842071533203e-01,5.234979391098022461e-01,4.664110839366912842e-01,8.648602366447448730e-01,9.356998801231384277e-01,9.554986953735351562e-01,9.309562444686889648e-01,9.424344897270202637e-01,8.819558024406433105e-01,9.472208619117736816e-01,9.338448047637939453e-01,9.366662502288818359e-01,6.817147731781005859e-01,5.469986796379089355e-01,6.301071047782897949e-01,6.014158725738525391e-01,7.538755536079406738e-01,5.913994312286376953e-01
7.498604655265808105e-01,8.045282959938049316e-01,8.021616339683532715e-01,9.999998807907104492e-01,7.724639773368835449e-01,8.598330616950988770e-01,8.071715235710144043e-01,8.180043101310729980e-01,8.001688122749328613e-01,7.546270489692687988e-01,8.540106415748596191e-01,7.917824387550354004e-01,9.517458081245422363e-01,7.926771640777587891e-01,7.686203718185424805e-01,7.558717727661132812e-01,7.478487491607666016e-01,8.218062520027160645e-01,8.364878296852111816e-01,9.009327292442321777e-01,7.852889299392700195e-01,7.507677674293518066e-01,7.192602753639221191e-01,7.949160933494567871e-01,7.370585203170776367e-01,7.882331013679504395e-01,7.738271951675415039e-01,7.801288366317749023e-01,7.682792544364929199e-01,7.577544450759887695e-01,8.333576321601867676e-01,8.401834368705749512e-01,7.954722046852111816e-01,8.668820261955261230e-01,7.642992734909057617e-01,7.947971224784851074e-01,8.073691129684448242e-01,8.866512775421142578e-01,8.643845319747924805e-01,9.113069772720336914e-01,7.759403586387634277e-01,8.944764733314514160e-01,7.788220047950744629e-01,8.747482299804687500e-01,8.235080838203430176e-01
9.751796126365661621e-01,4.302762150764465332e-01,4.963587224483489990e-01,7.724639773368835449e-01,1.000000000000000000e+00,5.886579751968383789e-01,4.163875281810760498e-01,3.966306447982788086e-01,7.771759629249572754e-01,9.383205175399780273e-01,7.687814235687255859e-01,9.630053639411926270e-01,8.003272414207458496e-01,9.486352205276489258e-01,8.902795314788818359e-01,8.187335729598999023e-01,8.646634817123413086e-01,4.579752087593078613e-01,6.072572469711303711e-01,6.261327862739562988e-01,9.499787688255310059e-01,9.665036797523498535e-01,9.446303248405456543e-01,9.611797332763671875e-01,9.236158728599548340e-01,9.638200402259826660e-01,9.752856492996215820e-01,9.534565210342407227e-01,9.639977812767028809e-01,9.679957032203674316e-01,5.912933945655822754e-01,5.384306907653808594e-01,4.258102476596832275e-01,5.168234705924987793e-01,3.751354813575744629e-01,4.619881808757781982e-01,4.681217968463897705e-01,5.665025711059570312e-01,5.457999110221862793e-01,9.100458621978759766e-01,9.676360487937927246e-01,9.255140423774719238e-01,9.614441394805908203e-01,7.615174055099487305e-01,9.735487699508666992e-01
5.808390974998474121e-01,9.162997007369995117e-01,8.588145971298217773e-01,8.598330616950988770e-01,5.886579751968383789e-01,1.000000000000000000e+00,9.324017763137817383e-01,9.044264554977416992e-01,7.058637142181396484e-01,6.600044965744018555e-01,8.096360564231872559e-01,6.554741859436035156e-01,8.278831839561462402e-01,7.001174092292785645e-01,7.032727599143981934e-01,7.753709554672241211e-01,7.204804420471191406e-01,9.182248711585998535e-01,8.775528073310852051e-01,9.310569167137145996e-01,6.586676836013793945e-01,6.038967370986938477e-01,5.885083675384521484e-01,6.478036046028137207e-01,6.300240755081176758e-01,6.264227032661437988e-01,6.110302805900573730e-01,6.750223636627197266e-01,6.022173762321472168e-01,5.633034706115722656e-01,8.311975002288818359e-01,8.991096615791320801e-01,8.820244073867797852e-01,9.301824569702148438e-01,8.349743485450744629e-01,8.499783277511596680e-01,8.684772253036499023e-01,9.165814518928527832e-01,8.565157055854797363e-01,8.064144253730773926e-01,6.236449480056762695e-01,7.614300847053527832e-01,6.300958395004272461e-01,7.647442221641540527e-01,6.473579406738281250e-01
4.449032247066497803e-01,9.412000179290771484e-01,8.829833865165710449e-01,8.071715235710144043e-01,4.163875281810760498e-01,9.324017763137817383e-01,9.999999403953552246e-01,9.739309549331665039e-01,7.208068370819091797e-01,5.161376595497131348e-01,7.724352478981018066e-01,5.300563573837280273e-01,7.720904350280761719e-01,5.394040346145629883e-01,5.712071061134338379e-01,6.827787160873413086e-01,6.120605468750000000e-01,9.345996379852294922e-01,9.031544327735900879e-01,9.497644901275634766e-01,5.499150156974792480e-01,4.714130461215972900e-01,4.598971903324127197e-01,5.333207845687866211e-01,4.863404035568237305e-01,4.935514926910400391e-01,4.702911376953125000e-01,5.404555201530456543e-01,4.633886516094207764e-01,4.225370883941650391e-01,8.698411583900451660e-01,9.323346614837646484e-01,9.088845252990722656e-01,9.423252344131469727e-01,8.908307552337646484e-01,9.332317113876342773e-01,8.679082989692687988e-01,9.459932446479797363e-01,9.122421145439147949e-01,7.042011022567749023e-01,4.940026700496673584e-01,6.645607948303222656e-01,4.888910651206970215e-01,7.409202456474304199e-01,4.941788315773010254e-01
4.135357439517974854e-01,9.303715825080871582e-01,8.854337334632873535e-01,8.180043101310729980e-01,3.966306447982788086e-01,9.044264554977416992e-01,9.739309549331665039e-01,1.000000119209289551e+00,7.123329639434814453e-01,4.715738892555236816e-01,7.560049891471862793e-01,5.001148581504821777e-01,7.825338244438171387e-01,4.914034903049468994e-01,5.143661499023437500e-01,6.261980533599853516e-01,5.588631033897399902e-01,9.187388420104980469e-01,8.707293868064880371e-01,9.457405805587768555e-01,5.184803009033203125e-01,4.431613087654113770e-01,4.177471697330474854e-01,5.034853816032409668e-01,4.365954995155334473e-01,4.674145579338073730e-01,4.461416006088256836e-01,5.156317949295043945e-01,4.460119605064392090e-01,4.102908372879028320e-01,8.911436200141906738e-01,9.233338236808776855e-01,8.947424888610839844e-01,9.115118384361267090e-01,8.881579637527465820e-01,9.488974809646606445e-01,8.525304794311523438e-01,9.518041014671325684e-01,9.229628443717956543e-01,6.781264543533325195e-01,4.755354225635528564e-01,6.432024240493774414e-01,4.589302837848663330e-01,7.674254775047302246e-01,4.843907058238983154e-01
8.270067572593688965e-01,6.986390352249145508e-01,7.897372841835021973e-01,8.001688122749328613e-01,7.771759629249572754e-01,7.058637142181396484e-01,7.208068370819091797e-01,7.123329639434814453e-01,1.000000000000000000e+00,8.042871952056884766e-01,8.973505496978759766e-01,8.639732599258422852e-01,8.419115543365478516e-01,8.099552392959594727e-01,7.927534580230712891e-01,8.452786207199096680e-01,8.538684844970703125e-01,7.102408409118652344e-01,8.823093771934509277e-01,8.370525240898132324e-01,8.772670030593872070e-01,8.490447402000427246e-01,8.360225558280944824e-01,8.749258518218994141e-01,8.178328275680541992e-01,8.417707681655883789e-01,8.329846262931823730e-01,8.539661169052124023e-01,8.331427574157714844e-01,8.033147454261779785e-01,8.803186416625976562e-01,8.395260572433471680e-01,6.787368059158325195e-01,7.341748476028442383e-01,6.577710509300231934e-01,8.112707138061523438e-01,6.634408831596374512e-01,8.056505322456359863e-01,8.553686141967773438e-01,8.377504348754882812e-01,8.591813445091247559e-01,8.449795246124267578e-01,8.516119718551635742e-01,8.924294114112854004e-01,8.188019990921020508e-01
9.661324620246887207e-01,4.888122677803039551e-01,5.290756225585937500e-01,7.546270489692687988e-01,9.383205175399780273e-01,6.600044965744018555e-01,5.161376595497131348e-01,4.715738892555236816e-01,8.042871952056884766e-01,9.999998211860656738e-01,7.930990457534790039e-01,9.765257835388183594e-01,8.035811781883239746e-01,9.726877808570861816e-01,9.602387547492980957e-01,9.179943203926086426e-01,9.472548961639404297e-01,5.418317317962646484e-01,6.844363808631896973e-01,6.792477369308471680e-01,9.617682695388793945e-01,9.647274613380432129e-01,9.708790183067321777e-01,9.686535000801086426e-01,9.538792967796325684e-01,9.697058200836181641e-01,9.683561325073242188e-01,9.733837246894836426e-01,9.619878530502319336e-01,9.492594003677368164e-01,6.584485769271850586e-01,6.028991341590881348e-01,4.717256724834442139e-01,5.868296623229980469e-01,4.028677642345428467e-01,5.449562668800354004e-01,4.960862100124359131e-01,6.079144477844238281e-01,5.844690203666687012e-01,9.170603752136230469e-01,9.637532830238342285e-01,9.109413027763366699e-01,9.344701766967773438e-01,7.884372472763061523e-01,9.288404583930969238e-01
