1.000000000000000000e+00,9.853208065032958984e-01,9.890134334564208984e-01,9.730389714241027832e-01,9.823616147041320801e-01,9.596756696701049805e-01,9.638928771018981934e-01,9.660949707031250000e-01,9.553220868110656738e-01,9.711650609970092773e-01,9.937546253204345703e-01,9.902391433715820312e-01,9.339212179183959961e-01,9.790577292442321777e-01,9.633303284645080566e-01,9.732226729393005371e-01,9.886506199836730957e-01,9.775241613388061523e-01,9.783965349197387695e-01,9.611760377883911133e-01,9.453219175338745117e-01,9.778267741203308105e-01,9.605347514152526855e-01,9.827825427055358887e-01,9.892901182174682617e-01,9.853731989860534668e-01,9.804198145866394043e-01,9.817374944686889648e-01,9.752933979034423828e-01,9.778301715850830078e-01,9.812521934509277344e-01,9.457003474235534668e-01,9.765537381172180176e-01,9.914742708206176758e-01,9.808102846145629883e-01,9.822765588760375977e-01,9.830230474472045898e-01,9.767300486564636230e-01,9.760729670524597168e-01,9.681597352027893066e-01,9.340206980705261230e-01,9.762183427810668945e-01,9.882007837295532227e-01,9.730147123336791992e-01,9.267112016677856445e-01,9.587022066116333008e-01,9.818840026855468750e-01,9.754545092582702637e-01,9.841292500495910645e-01,9.625055193901062012e-01,9.841141104698181152e-01,9.791666269302368164e-01,9.797490239143371582e-01,9.728205800056457520e-01,9.487323164939880371e-01,9.177643656730651855e-01,9.294874668121337891e-01,9.850155115127563477e-01,9.833057522773742676e-01,9.793339371681213379e-01,9.853081107139587402e-01,9.720710515975952148e-01,9.693033099174499512e-01,9.767361283302307129e-01,9.718276858329772949e-01,9.765070080757141113e-01,9.912262558937072754e-01,9.847679138183593750e-01,9.657202959060668945e-01,9.718790650367736816e-01,9.877398610115051270e-01,9.865916967391967773e-01,9.858431816101074219e-01,9.849068522453308105e-01,9.761434793472290039e-01,9.580667614936828613e-01,9.824392795562744141e-01
9.853208065032958984e-01,1.000000119209289551e+00,9.717385172843933105e-01,9.370744228363037109e-01,9.723860621452331543e-01,9.738916158676147461e-01,9.386554360389709473e-01,9.388584494590759277e-01,9.119874238967895508e-01,9.415233731269836426e-01,9.827922582626342773e-01,9.815043210983276367e-01,9.405750632286071777e-01,9.818753600120544434e-01,9.433586597442626953e-01,9.698265194892883301e-01,9.711137413978576660e-01,9.605489373207092285e-01,9.822700619697570801e-01,9.470216035842895508e-01,8.953540325164794922e-01,9.794862866401672363e-01,9.260194897651672363e-01,9.734876751899719238e-01,9.744382500648498535e-01,9.608678221702575684e-01,9.719110727310180664e-01,9.694346785545349121e-01,9.762005805969238281e-01,9.720131754875183105e-01,9.590906500816345215e-01,9.302622675895690918e-01,9.582168459892272949e-01,9.808902740478515625e-01,9.564630389213562012e-01,9.752137064933776855e-01,9.626915454864501953e-01,9.718428850173950195e-01,9.518567323684692383e-01,9.731907248497009277e-01,8.822551369667053223e-01,9.444334506988525391e-01,9.760519862174987793e-01,9.403979182243347168e-01,9.236968755722045898e-01,9.494591951370239258e-01,9.673920869827270508e-01,9.700737595558166504e-01,9.735937714576721191e-01,9.290751218795776367e-01,9.621994495391845703e-01,9.809327125549316406e-01,9.478045701980590820e-01,9.444695711135864258e-01,9.039120078086853027e-01,8.717470169067382812e-01,8.850489854812622070e-01,9.731988906860351562e-01,9.734868407249450684e-01,9.754982590675354004e-01,9.875337481498718262e-01,9.468032121658325195e-01,9.315706491470336914e-01,9.478534460067749023e-01,9.357216954231262207e-01,9.567084312438964844e-01,9.690266847610473633e-01,9.628466963768005371e-01,9.221507906913757324e-01,9.375637769699096680e-01,9.708359837532043457e-01,9.660052061080932617e-01,9.708802103996276855e-01,9.621448516845703125e-01,9.673150181770324707e-01,9.260483384132385254e-01,9.596699476242065430e-01
9.890134334564208984e-01,9.717385172843933105e-01,1.000000119209289551e+00,9.828345775604248047e-01,9.841533303260803223e-01,9.556288123130798340e-01,9.734125137329101562e-01,9.580188989639282227e-01,9.521486759185791016e-01,9.846761226654052734e-01,9.931053519248962402e-01,9.889869689941406250e-01,9.303909540176391602e-01,9.772739410400390625e-01,9.707686901092529297e-01,9.695216417312622070e-01,9.921680688858032227e-01,9.840593338012695312e-01,9.722487926483154297e-01,9.726376533508300781e-01,9.518254995346069336e-01,9.743178486824035645e-01,9.637349843978881836e-01,9.878351688385009766e-01,9.860991239547729492e-01,9.896762967109680176e-01,9.773851633071899414e-01,9.829167127609252930e-01,9.817150235176086426e-01,9.750128984451293945e-01,9.902878999710083008e-01,9.539586901664733887e-01,9.828143715858459473e-01,9.851617813110351562e-01,9.872658252716064453e-01,9.825132489204406738e-01,9.923821091651916504e-01,9.716217517852783203e-01,9.757229089736938477e-01,9.640867114067077637e-01,9.353167414665222168e-01,9.803099036216735840e-01,9.833592772483825684e-01,9.795830845832824707e-01,9.193504452705383301e-01,9.585288166999816895e-01,9.826668500900268555e-01,9.794123172760009766e-01,9.844154119491577148e-01,9.721415042877197266e-01,9.901420474052429199e-01,9.816197752952575684e-01,9.849951267242431641e-01,9.645048379898071289e-01,9.496928453445434570e-01,9.004530906677246094e-01,9.375709891319274902e-01,9.912753701210021973e-01,9.902701973915100098e-01,9.850481748580932617e-01,9.849926233291625977e-01,9.754278659820556641e-01,9.768858551979064941e-01,9.777546525001525879e-01,9.757159352302551270e-01,9.847208261489868164e-01,9.898309111595153809e-01,9.901865124702453613e-01,9.733802676200866699e-01,9.766184091567993164e-01,9.924283027648925781e-01,9.884983897209167480e-01,9.878333210945129395e-01,9.918556809425354004e-01,9.779391884803771973e-01,9.646945595741271973e-01,9.931990504264831543e-01
9.730389714241027832e-01,9.370744228363037109e-01,9.828345775604248047e-01,1.000000119209289551e+00,9.769400358200073242e-01,9.087317585945129395e-01,9.801445007324218750e-01,9.753206372261047363e-01,9.826855063438415527e-01,9.942467808723449707e-01,9.813886880874633789e-01,9.740247726440429688e-01,9.125050902366638184e-01,9.537098407745361328e-01,9.578742980957031250e-01,9.591310024261474609e-01,9.823904037475585938e-01,9.662219285964965820e-01,9.394982457160949707e-01,9.676694869995117188e-01,9.829289317131042480e-01,9.373896121978759766e-01,9.894812703132629395e-01,9.716883897781372070e-01,9.834063649177551270e-01,9.920908808708190918e-01,9.697483181953430176e-01,9.590744376182556152e-01,9.475171566009521484e-01,9.640828967094421387e-01,9.893238544464111328e-01,9.332887530326843262e-01,9.833363294601440430e-01,9.758906960487365723e-01,9.776794314384460449e-01,9.670932292938232422e-01,9.830946326255798340e-01,9.610089063644409180e-01,9.853861927986145020e-01,9.439045190811157227e-01,9.734774231910705566e-01,9.848728179931640625e-01,9.637851119041442871e-01,9.949868917465209961e-01,8.689355850219726562e-01,9.432015419006347656e-01,9.766957759857177734e-01,9.517229199409484863e-01,9.757035374641418457e-01,9.935591220855712891e-01,9.892706871032714844e-01,9.528322815895080566e-01,9.908238649368286133e-01,9.809778928756713867e-01,9.854192733764648438e-01,9.272553920745849609e-01,9.647457003593444824e-01,9.816811680793762207e-01,9.732596278190612793e-01,9.671893715858459473e-01,9.587281942367553711e-01,9.876719713211059570e-01,9.904009103775024414e-01,9.877911210060119629e-01,9.923359155654907227e-01,9.837480783462524414e-01,9.875097274780273438e-01,9.901703000068664551e-01,9.890355467796325684e-01,9.926850795745849609e-01,9.880636334419250488e-01,9.776989221572875977e-01,9.850167632102966309e-01,9.882187843322753906e-01,9.720751047134399414e-01,9.843502640724182129e-01,9.880856871604919434e-01
9.823616147041320801e-01,9.723860621452331543e-01,9.841533303260803223e-01,9.769400358200073242e-01,1.000000119209289551e+00,9.651195406913757324e-01,9.824408888816833496e-01,9.765601754188537598e-01,9.567462801933288574e-01,9.777029156684875488e-01,9.901285171508789062e-01,9.947466254234313965e-01,9.661414623260498047e-01,9.829400777816772461e-01,9.614616632461547852e-01,9.926708340644836426e-01,9.916174411773681641e-01,9.616019725799560547e-01,9.804339408874511719e-01,9.805589914321899414e-01,9.427244067192077637e-01,9.654428362846374512e-01,9.771762490272521973e-01,9.864888787269592285e-01,9.930323958396911621e-01,9.886845350265502930e-01,9.963797926902770996e-01,9.687074422836303711e-01,9.783638119697570801e-01,9.955381751060485840e-01,9.814683794975280762e-01,9.244193434715270996e-01,9.944673180580139160e-01,9.945154190063476562e-01,9.695982336997985840e-01,9.954153895378112793e-01,9.836727976799011230e-01,9.954082965850830078e-01,9.853104352951049805e-01,9.806568026542663574e-01,9.369782209396362305e-01,9.788311719894409180e-01,9.822540879249572754e-01,9.818596839904785156e-01,8.805951476097106934e-01,9.781699776649475098e-01,9.923863410949707031e-01,9.634625911712646484e-01,9.964544177055358887e-01,9.724019169807434082e-01,9.913003444671630859e-01,9.811456203460693359e-01,9.837386608123779297e-01,9.759563207626342773e-01,9.549077153205871582e-01,9.004551172256469727e-01,9.384881854057312012e-01,9.934937357902526855e-01,9.863067269325256348e-01,9.943327903747558594e-01,9.882239699363708496e-01,9.884360432624816895e-01,9.658831357955932617e-01,9.834368228912353516e-01,9.691795706748962402e-01,9.866043925285339355e-01,9.914277195930480957e-01,9.904928803443908691e-01,9.578890800476074219e-01,9.716140031814575195e-01,9.918404817581176758e-01,9.713439345359802246e-01,9.929280281066894531e-01,9.848383665084838867e-01,9.870199561119079590e-01,9.770485758781433105e-01,9.812208414077758789e-01
9.596756696701049805e-01,9.738916158676147461e-01,9.556288123130798340e-01,9.087317585945129395e-01,9.651195406913757324e-01,1.000000119209289551e+00,9.334065318107604980e-01,9.151751995086669922e-01,8.687604665756225586e-01,9.169922471046447754e-01,9.610561728477478027e-01,9.709321856498718262e-01,9.602862000465393066e-01,9.717347025871276855e-01,9.320699572563171387e-01,9.656492471694946289e-01,9.580828547477722168e-01,9.323559999465942383e-01,9.840381741523742676e-01,9.367476701736450195e-01,8.506090641021728516e-01,9.793684482574462891e-01,8.954240679740905762e-01,9.678629636764526367e-01,9.515534043312072754e-01,9.390071034431457520e-01,9.625557661056518555e-01,9.660519361495971680e-01,9.796054363250732422e-01,9.720781445503234863e-01,9.357262253761291504e-01,9.201728701591491699e-01,9.498928189277648926e-01,9.642950296401977539e-01,9.451869726181030273e-01,9.793171882629394531e-01,9.563387036323547363e-01,9.693209528923034668e-01,9.311421513557434082e-01,9.564419984817504883e-01,8.388968706130981445e-01,9.348049759864807129e-01,9.678396582603454590e-01,9.120908975601196289e-01,9.237759709358215332e-01,9.654744863510131836e-01,9.623646736145019531e-01,9.588489532470703125e-01,9.636176228523254395e-01,8.978427648544311523e-01,9.425496459007263184e-01,9.789967536926269531e-01,9.346838593482971191e-01,9.101639389991760254e-01,8.592507839202880859e-01,8.228935599327087402e-01,8.410995602607727051e-01,9.618709683418273926e-01,9.660891890525817871e-01,9.742378592491149902e-01,9.812587499618530273e-01,9.290257692337036133e-01,8.993334174156188965e-01,9.298718571662902832e-01,9.050142765045166016e-01,9.419623613357543945e-01,9.525689482688903809e-01,9.459034204483032227e-01,8.959401249885559082e-01,9.016578793525695801e-01,9.526494741439819336e-01,9.444990754127502441e-01,9.517207145690917969e-01,9.408969283103942871e-01,9.392733573913574219e-01,9.103543162345886230e-01,9.439832568168640137e-01
9.638928771018981934e-01,9.386554360389709473e-01,9.734125137329101562e-01,9.801445007324218750e-01,9.824408888816833496e-01,9.334065318107604980e-01,1.000000119209289551e+00,9.769670367240905762e-01,9.651100039482116699e-01,9.806573390960693359e-01,9.767051935195922852e-01,9.766827225685119629e-01,9.538115859031677246e-01,9.663873314857482910e-01,9.670555591583251953e-01,9.735026955604553223e-01,9.807320237159729004e-01,9.423283934593200684e-01,9.592974185943603516e-01,9.579493403434753418e-01,9.572452902793884277e-01,9.458011984825134277e-01,9.765508770942687988e-01,9.681475758552551270e-01,9.799387454986572266e-01,9.841011762619018555e-01,9.775415062904357910e-01,9.689555764198303223e-01,9.534081816673278809e-01,9.793062806129455566e-01,9.756146073341369629e-01,9.290268421173095703e-01,9.914521574974060059e-01,9.773795008659362793e-01,9.724280834197998047e-01,9.816445708274841309e-01,9.793507456779479980e-01,9.688466191291809082e-01,9.823794960975646973e-01,9.592821598052978516e-01,9.554393887519836426e-01,9.739563465118408203e-01,9.672355055809020996e-01,9.831191897392272949e-01,8.672674894332885742e-01,9.690499901771545410e-01,9.892358779907226562e-01,9.402486085891723633e-01,9.799936413764953613e-01,9.730505347251892090e-01,9.827333688735961914e-01,9.548442959785461426e-01,9.881544113159179688e-01,9.681313037872314453e-01,9.678829908370971680e-01,9.084371924400329590e-01,9.328858256340026855e-01,9.817823171615600586e-01,9.737477898597717285e-01,9.741070270538330078e-01,9.651733040809631348e-01,9.920878410339355469e-01,9.724727869033813477e-01,9.776000380516052246e-01,9.794675111770629883e-01,9.873580336570739746e-01,9.864649772644042969e-01,9.854368567466735840e-01,9.770057797431945801e-01,9.759804606437683105e-01,9.866430163383483887e-01,9.661000967025756836e-01,9.818101525306701660e-01,9.813783168792724609e-01,9.635335206985473633e-01,9.917725324630737305e-01,9.787819385528564453e-01
9.660949707031250000e-01,9.388584494590759277e-01,9.580188989639282227e-01,9.753206372261047363e-01,9.765601754188537598e-01,9.151751995086669922e-01,9.769670367240905762e-01,1.000000000000000000e+00,9.807488322257995605e-01,9.709058403968811035e-01,9.716006517410278320e-01,9.672765731811523438e-01,9.484009146690368652e-01,9.489247202873229980e-01,9.375193119049072266e-01,9.677931666374206543e-01,9.696465730667114258e-01,9.335681200027465820e-01,9.460257291793823242e-01,9.467798471450805664e-01,9.609388709068298340e-01,9.313163161277770996e-01,9.809836149215698242e-01,9.557794928550720215e-01,9.803715348243713379e-01,9.795600771903991699e-01,9.747524261474609375e-01,9.461165070533752441e-01,9.228849411010742188e-01,9.666427373886108398e-01,9.687875509262084961e-01,9.105078577995300293e-01,9.806100726127624512e-01,9.762080907821655273e-01,9.562062025070190430e-01,9.698848128318786621e-01,9.618450999259948730e-01,9.694580435752868652e-01,9.888265132904052734e-01,9.538744091987609863e-01,9.621316790580749512e-01,9.799117445945739746e-01,9.538611769676208496e-01,9.806384444236755371e-01,8.435996174812316895e-01,9.501023292541503906e-01,9.809424877166748047e-01,9.306354522705078125e-01,9.710730314254760742e-01,9.705157876014709473e-01,9.759973287582397461e-01,9.443225860595703125e-01,9.839930534362792969e-01,9.927369952201843262e-01,9.744122028350830078e-01,9.388978481292724609e-01,9.427691102027893066e-01,9.688186645507812500e-01,9.588121175765991211e-01,9.580771923065185547e-01,9.515795707702636719e-01,9.872640371322631836e-01,9.582910537719726562e-01,9.838197827339172363e-01,9.739891290664672852e-01,9.753751754760742188e-01,9.829178452491760254e-01,9.783163666725158691e-01,9.697987437248229980e-01,9.737303853034973145e-01,9.758328795433044434e-01,9.556364417076110840e-01,9.752326011657714844e-01,9.767924547195434570e-01,9.659430980682373047e-01,9.842251539230346680e-01,9.664146304130554199e-01
9.553220868110656738e-01,9.119874238967895508e-01,9.521486759185791016e-01,9.826855063438415527e-01,9.567462801933288574e-01,8.687604665756225586e-01,9.651100039482116699e-01,9.807488322257995605e-01,9.999998807907104492e-01,9.728425741195678711e-01,9.584152698516845703e-01,9.491357207298278809e-01,8.962779045104980469e-01,9.204267263412475586e-01,9.332036375999450684e-01,9.346702098846435547e-01,9.577775597572326660e-01,9.302641153335571289e-01,9.085551500320434570e-01,9.344367384910583496e-01,9.847142696380615234e-01,8.967469930648803711e-01,9.876726865768432617e-01,9.354179501533508301e-01,9.669221043586730957e-01,9.749369025230407715e-01,9.505607485771179199e-01,9.241720438003540039e-01,9.025776386260986328e-01,9.400157928466796875e-01,9.677691459655761719e-01,8.853291869163513184e-01,9.638182520866394043e-01,9.552286267280578613e-01,9.434661269187927246e-01,9.411489367485046387e-01,9.492535591125488281e-01,9.413206577301025391e-01,9.809009432792663574e-01,9.342736005783081055e-01,9.896816015243530273e-01,9.703083634376525879e-01,9.321821331977844238e-01,9.882182478904724121e-01,8.188616633415222168e-01,9.126467704772949219e-01,9.587467908859252930e-01,9.069806337356567383e-01,9.561074376106262207e-01,9.738436341285705566e-01,9.704039692878723145e-01,9.123284816741943359e-01,9.789797067642211914e-01,9.832890033721923828e-01,9.943705797195434570e-01,9.684437513351440430e-01,9.576684236526489258e-01,9.524931907653808594e-01,9.413955807685852051e-01,9.352704286575317383e-01,9.228535294532775879e-01,9.800513982772827148e-01,9.780418276786804199e-01,9.757409095764160156e-01,9.859609603881835938e-01,9.667409658432006836e-01,9.707085490226745605e-01,9.684025645256042480e-01,9.789288640022277832e-01,9.828554987907409668e-01,9.664167761802673340e-01,9.564588665962219238e-01,9.633300304412841797e-01,9.721633195877075195e-01,9.513815641403198242e-01,9.815260171890258789e-01,9.590862989425659180e-01
9.711650609970092773e-01,9.415233731269836426e-01,9.846761226654052734e-01,9.942467808723449707e-01,9.777029156684875488e-01,9.169922471046447754e-01,9.806573390960693359e-01,9.709058403968811035e-01,9.728425741195678711e-01,1.000000000000000000e+00,9.825488328933715820e-01,9.744691848754882812e-01,9.220250248908996582e-01,9.599056243896484375e-01,9.534367918968200684e-01,9.602059721946716309e-01,9.804158210754394531e-01,9.635553956031799316e-01,9.447615742683410645e-01,9.658741354942321777e-01,9.687042832374572754e-01,9.438275694847106934e-01,9.799376726150512695e-01,9.722203612327575684e-01,9.819082617759704590e-01,9.906854629516601562e-01,9.686371684074401855e-01,9.644602537155151367e-01,9.507762789726257324e-01,9.654874205589294434e-01,9.920789003372192383e-01,9.408264756202697754e-01,9.837777018547058105e-01,9.760631322860717773e-01,9.772877097129821777e-01,9.700910449028015137e-01,9.858659505844116211e-01,9.593294858932495117e-01,9.802795648574829102e-01,9.504814147949218750e-01,9.636102914810180664e-01,9.811549186706542969e-01,9.603389501571655273e-01,9.902901649475097656e-01,8.706399798393249512e-01,9.447711110115051270e-01,9.800196290016174316e-01,9.533693194389343262e-01,9.736341834068298340e-01,9.890593886375427246e-01,9.873006939888000488e-01,9.590986371040344238e-01,9.876576662063598633e-01,9.751952290534973145e-01,9.740660786628723145e-01,9.142639636993408203e-01,9.491110444068908691e-01,9.836089015007019043e-01,9.764658212661743164e-01,9.706913828849792480e-01,9.641916751861572266e-01,9.838799834251403809e-01,9.826412200927734375e-01,9.819157719612121582e-01,9.864744544029235840e-01,9.881861805915832520e-01,9.846891760826110840e-01,9.885517954826354980e-01,9.848282933235168457e-01,9.862658381462097168e-01,9.897080063819885254e-01,9.756420850753784180e-01,9.829537868499755859e-01,9.866943955421447754e-01,9.713972210884094238e-01,9.816523194313049316e-01,9.890648722648620605e-01
